Timestamp,RunID,LogDir,Class,Accuracy,Macro_F1,Weighted_F1,Precision,Recall,F1,Support,TP,FN,FP,TN,Norm_Order,Split_Ratio,Prob_Threshold,Model_RunID,Random_State,FeatureNum,FS_Method,Scaler,AugName,ImblName,Model
2026-05-29 07:22:27,20260529-072215,log/pimaindians_diabetes_v6/20260529-072215/4/biMaxInfgain/minmax__noAug__noImbl/sklearn_SVM,0,0.7142857142857143,0.6862962962962963,0.7142857142857143,0.78,0.78,0.78,50.0,39,11,11,16,first,0.1,0.5,1780010547561_543bc48217800105476623328,23,4,biMaxInfgain,minmax,noAug,noImbl,sklearn_SVM
2026-05-29 07:22:27,20260529-072215,log/pimaindians_diabetes_v6/20260529-072215/4/biMaxInfgain/minmax__noAug__noImbl/sklearn_SVM,1,0.7142857142857143,0.6862962962962963,0.7142857142857143,0.5925925925925926,0.5925925925925926,0.5925925925925926,27.0,16,11,11,39,first,0.1,0.5,1780010547561_543bc48217800105476623328,23,4,biMaxInfgain,minmax,noAug,noImbl,sklearn_SVM
2026-05-29 07:22:28,20260529-072215,log/pimaindians_diabetes_v6/20260529-072215/4/biMaxInfgain/minmax__noAug__noImbl/random_forest,0,0.6883116883116883,0.6681034482758621,0.6925660546350201,0.782608695652174,0.72,0.75,50.0,36,14,10,17,first,0.1,0.5,1780010547561_543bc48217800105483140451,23,4,biMaxInfgain,minmax,noAug,noImbl,random_forest
2026-05-29 07:22:28,20260529-072215,log/pimaindians_diabetes_v6/20260529-072215/4/biMaxInfgain/minmax__noAug__noImbl/random_forest,1,0.6883116883116883,0.6681034482758621,0.6925660546350201,0.5483870967741935,0.6296296296296297,0.5862068965517241,27.0,17,10,14,36,first,0.1,0.5,1780010547561_543bc48217800105483140451,23,4,biMaxInfgain,minmax,noAug,noImbl,random_forest
2026-05-29 07:22:28,20260529-072215,log/pimaindians_diabetes_v6/20260529-072215/4/biMaxInfgain/minmax__noAug__noImbl/XGBmodel,0,0.6753246753246753,0.6335427374833429,0.6705036824968292,0.7358490566037735,0.78,0.7572815533980582,50.0,39,11,14,13,first,0.1,0.5,1780010547561_543bc48217800105484754602,23,4,biMaxInfgain,minmax,noAug,noImbl,XGBmodel
2026-05-29 07:22:28,20260529-072215,log/pimaindians_diabetes_v6/20260529-072215/4/biMaxInfgain/minmax__noAug__noImbl/XGBmodel,1,0.6753246753246753,0.6335427374833429,0.6705036824968292,0.5416666666666666,0.4814814814814814,0.5098039215686274,27.0,13,14,11,39,first,0.1,0.5,1780010547561_543bc48217800105484754602,23,4,biMaxInfgain,minmax,noAug,noImbl,XGBmodel
2026-05-29 07:22:28,20260529-072215,log/pimaindians_diabetes_v6/20260529-072215/4/biMaxInfgain/minmax__noAug__noImbl/DTmodel,0,0.7012987012987013,0.6796889130041599,0.7045401695428825,0.7872340425531915,0.74,0.7628865979381443,50.0,37,13,10,17,first,0.1,0.5,1780010547561_543bc48217800105485970621,23,4,biMaxInfgain,minmax,noAug,noImbl,DTmodel
2026-05-29 07:22:28,20260529-072215,log/pimaindians_diabetes_v6/20260529-072215/4/biMaxInfgain/minmax__noAug__noImbl/DTmodel,1,0.7012987012987013,0.6796889130041599,0.7045401695428825,0.5666666666666667,0.6296296296296297,0.5964912280701754,27.0,17,10,13,37,first,0.1,0.5,1780010547561_543bc48217800105485970621,23,4,biMaxInfgain,minmax,noAug,noImbl,DTmodel
2026-05-29 07:22:28,20260529-072215,log/pimaindians_diabetes_v6/20260529-072215/4/biMaxInfgain/minmax__noAug__noImbl/LogisticRegression,0,0.7532467532467533,0.7313131313131314,0.7542437360619179,0.8163265306122449,0.8,0.8080808080808081,50.0,40,10,9,18,first,0.1,0.5,1780010547561_543bc48217800105487216073,23,4,biMaxInfgain,minmax,noAug,noImbl,LogisticRegression
2026-05-29 07:22:28,20260529-072215,log/pimaindians_diabetes_v6/20260529-072215/4/biMaxInfgain/minmax__noAug__noImbl/LogisticRegression,1,0.7532467532467533,0.7313131313131314,0.7542437360619179,0.6428571428571429,0.6666666666666666,0.6545454545454545,27.0,18,9,10,40,first,0.1,0.5,1780010547561_543bc48217800105487216073,23,4,biMaxInfgain,minmax,noAug,noImbl,LogisticRegression
2026-05-29 07:22:28,20260529-072215,log/pimaindians_diabetes_v6/20260529-072215/4/biMaxInfgain/minmax__noAug__noImbl/GradientBoosting,0,0.6623376623376623,0.6404454022988506,0.6669465591879384,0.7608695652173914,0.7,0.7291666666666666,50.0,35,15,11,16,first,0.1,0.5,1780010547561_543bc48217800105489428519,23,4,biMaxInfgain,minmax,noAug,noImbl,GradientBoosting
2026-05-29 07:22:28,20260529-072215,log/pimaindians_diabetes_v6/20260529-072215/4/biMaxInfgain/minmax__noAug__noImbl/GradientBoosting,1,0.6623376623376623,0.6404454022988506,0.6669465591879384,0.5161290322580645,0.5925925925925926,0.5517241379310345,27.0,16,11,15,35,first,0.1,0.5,1780010547561_543bc48217800105489428519,23,4,biMaxInfgain,minmax,noAug,noImbl,GradientBoosting
2026-05-29 07:22:29,20260529-072215,log/pimaindians_diabetes_v6/20260529-072215/4/biMaxInfgain/minmax__noAug__noImbl/sklearn_SVM,0,0.8571428571428571,0.8417709695497853,0.8565023618264791,0.8823529411764706,0.9,0.8910891089108911,50.0,45,5,6,21,first,0.1,0.5,1780010547561_543bc48217800105491022538,126,4,biMaxInfgain,minmax,noAug,noImbl,sklearn_SVM
2026-05-29 07:22:29,20260529-072215,log/pimaindians_diabetes_v6/20260529-072215/4/biMaxInfgain/minmax__noAug__noImbl/sklearn_SVM,1,0.8571428571428571,0.8417709695497853,0.8565023618264791,0.8076923076923077,0.7777777777777778,0.7924528301886793,27.0,21,6,5,45,first,0.1,0.5,1780010547561_543bc48217800105491022538,126,4,biMaxInfgain,minmax,noAug,noImbl,sklearn_SVM
2026-05-29 07:22:29,20260529-072215,log/pimaindians_diabetes_v6/20260529-072215/4/biMaxInfgain/minmax__noAug__noImbl/random_forest,0,0.7922077922077922,0.7630769230769231,0.7878921078921078,0.8148148148148148,0.88,0.8461538461538461,50.0,44,6,10,17,first,0.1,0.5,1780010547561_543bc48217800105493581364,126,4,biMaxInfgain,minmax,noAug,noImbl,random_forest
2026-05-29 07:22:29,20260529-072215,log/pimaindians_diabetes_v6/20260529-072215/4/biMaxInfgain/minmax__noAug__noImbl/random_forest,1,0.7922077922077922,0.7630769230769231,0.7878921078921078,0.7391304347826086,0.6296296296296297,0.68,27.0,17,10,6,44,first,0.1,0.5,1780010547561_543bc48217800105493581364,126,4,biMaxInfgain,minmax,noAug,noImbl,random_forest
2026-05-29 07:22:29,20260529-072215,log/pimaindians_diabetes_v6/20260529-072215/4/biMaxInfgain/minmax__noAug__noImbl/XGBmodel,0,0.8441558441558441,0.8183962264150944,0.8388262680715511,0.8392857142857143,0.94,0.8867924528301887,50.0,47,3,9,18,first,0.1,0.5,1780010547561_543bc48217800105495126102,126,4,biMaxInfgain,minmax,noAug,noImbl,XGBmodel
2026-05-29 07:22:29,20260529-072215,log/pimaindians_diabetes_v6/20260529-072215/4/biMaxInfgain/minmax__noAug__noImbl/XGBmodel,1,0.8441558441558441,0.8183962264150944,0.8388262680715511,0.8571428571428571,0.6666666666666666,0.75,27.0,18,9,3,47,first,0.1,0.5,1780010547561_543bc48217800105495126102,126,4,biMaxInfgain,minmax,noAug,noImbl,XGBmodel
2026-05-29 07:22:29,20260529-072215,log/pimaindians_diabetes_v6/20260529-072215/4/biMaxInfgain/minmax__noAug__noImbl/DTmodel,0,0.7012987012987013,0.6691574817859145,0.6999594838190019,0.7647058823529411,0.78,0.7722772277227723,50.0,39,11,12,15,first,0.1,0.5,1780010547561_543bc48217800105496406637,126,4,biMaxInfgain,minmax,noAug,noImbl,DTmodel
